# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn_Scaffold15217	unplaced-scaffold	na	na	AADN04014347.1	=	NT_472875.1	Primary Assembly	6142	na
chrUn_Scaffold15218	unplaced-scaffold	na	na	AADN04014348.1	=	NT_472876.1	Primary Assembly	6143	na
chrUn_Scaffold15220	unplaced-scaffold	na	na	AADN04014350.1	=	NT_472877.1	Primary Assembly	6143	na
chrUn_Scaffold15221	unplaced-scaffold	na	na	AADN04014351.1	=	NT_472878.1	Primary Assembly	6139	na
chrUn_Scaffold15222	unplaced-scaffold	na	na	AADN04014352.1	=	NT_472879.1	Primary Assembly	6137	na
chrUn_Scaffold15227	unplaced-scaffold	na	na	AADN04014357.1	=	NT_472880.1	Primary Assembly	6132	na
chrUn_Scaffold15229	unplaced-scaffold	na	na	AADN04014358.1	=	NT_472881.1	Primary Assembly	6133	na
chrUn_Scaffold15231	unplaced-scaffold	na	na	AADN04014360.1	=	NT_472882.1	Primary Assembly	6132	na
chrUn_Scaffold15232	unplaced-scaffold	na	na	AADN04014361.1	=	NT_472883.1	Primary Assembly	6132	na
chrUn_Scaffold15233	unplaced-scaffold	na	na	AADN04014362.1	=	NT_472884.1	Primary Assembly	6131	na
chrUn_Scaffold15236	unplaced-scaffold	na	na	AADN04014364.1	=	NT_472885.1	Primary Assembly	6129	na
chrUn_Scaffold15238	unplaced-scaffold	na	na	AADN04014366.1	=	NT_472886.1	Primary Assembly	6128	na
chrUn_Scaffold15239	unplaced-scaffold	na	na	AADN04014367.1	=	NT_472887.1	Primary Assembly	6130	na
chrUn_Scaffold15240	unplaced-scaffold	na	na	AADN04014368.1	=	NT_472888.1	Primary Assembly	6129	na
chrUn_Scaffold15243	unplaced-scaffold	na	na	AADN04014371.1	=	NT_472889.1	Primary Assembly	6126	na
chrUn_Scaffold15247	unplaced-scaffold	na	na	AADN04014374.1	=	NT_472890.1	Primary Assembly	6144	na
chrUn_Scaffold15250	unplaced-scaffold	na	na	AADN04014377.1	=	NT_472891.1	Primary Assembly	6124	na
chrUn_Scaffold15253	unplaced-scaffold	na	na	AADN04014380.1	=	NT_472892.1	Primary Assembly	6121	na
chrUn_Scaffold15256	unplaced-scaffold	na	na	AADN04014383.1	=	NT_472893.1	Primary Assembly	6121	na
chrUn_Scaffold15257	unplaced-scaffold	na	na	AADN04014384.1	=	NT_472894.1	Primary Assembly	6121	na
chrUn_Scaffold15258	unplaced-scaffold	na	na	AADN04014385.1	=	NT_472895.1	Primary Assembly	6122	na
chrUn_Scaffold15259	unplaced-scaffold	na	na	AADN04014386.1	=	NT_472896.1	Primary Assembly	6128	na
chrUn_Scaffold15260	unplaced-scaffold	na	na	AADN04014387.1	=	NT_472897.1	Primary Assembly	6120	na
chrUn_Scaffold15261	unplaced-scaffold	na	na	AADN04014388.1	=	NT_472898.1	Primary Assembly	6118	na
chrUn_Scaffold15262	unplaced-scaffold	na	na	AADN04014389.1	=	NT_472899.1	Primary Assembly	6117	na
chrUn_Scaffold15263	unplaced-scaffold	na	na	AADN04014390.1	=	NT_472900.1	Primary Assembly	6117	na
chrUn_Scaffold15266	unplaced-scaffold	na	na	AADN04014392.1	=	NT_472901.1	Primary Assembly	6116	na
chrUn_Scaffold15268	unplaced-scaffold	na	na	AADN04014393.1	=	NT_472902.1	Primary Assembly	6113	na
chrUn_Scaffold15270	unplaced-scaffold	na	na	AADN04014395.1	=	NT_472903.1	Primary Assembly	6110	na
chrUn_Scaffold15271	unplaced-scaffold	na	na	AADN04014396.1	=	NT_472904.1	Primary Assembly	6110	na
chrUn_Scaffold15272	unplaced-scaffold	na	na	AADN04014397.1	=	NT_472905.1	Primary Assembly	6110	na
chrUn_Scaffold15279	unplaced-scaffold	na	na	AADN04014403.1	=	NT_472906.1	Primary Assembly	6107	na
chrUn_Scaffold15281	unplaced-scaffold	na	na	AADN04014404.1	=	NT_472907.1	Primary Assembly	6106	na
chrUn_Scaffold15284	unplaced-scaffold	na	na	AADN04014407.1	=	NT_472908.1	Primary Assembly	6104	na
chrUn_Scaffold15287	unplaced-scaffold	na	na	AADN04014410.1	=	NT_472909.1	Primary Assembly	6103	na
chrUn_Scaffold15293	unplaced-scaffold	na	na	AADN04014416.1	=	NT_472910.1	Primary Assembly	6102	na
chrUn_Scaffold15298	unplaced-scaffold	na	na	AADN04014421.1	=	NT_472911.1	Primary Assembly	6099	na
chrUn_Scaffold15299	unplaced-scaffold	na	na	AADN04014422.1	=	NT_472912.1	Primary Assembly	6106	na
chrUn_Scaffold15300	unplaced-scaffold	na	na	AADN04014423.1	=	NT_472913.1	Primary Assembly	6099	na
chrUn_Scaffold15302	unplaced-scaffold	na	na	AADN04014425.1	=	NT_472914.1	Primary Assembly	6098	na
chrUn_Scaffold15303	unplaced-scaffold	na	na	AADN04014426.1	=	NT_472915.1	Primary Assembly	6097	na
chrUn_Scaffold15304	unplaced-scaffold	na	na	AADN04014427.1	=	NT_472916.1	Primary Assembly	6097	na
chrUn_Scaffold15306	unplaced-scaffold	na	na	AADN04014429.1	=	NT_472917.1	Primary Assembly	6095	na
chrUn_Scaffold15308	unplaced-scaffold	na	na	AADN04014431.1	=	NT_472918.1	Primary Assembly	6095	na
chrUn_Scaffold15311	unplaced-scaffold	na	na	AADN04014433.1	=	NT_472919.1	Primary Assembly	6094	na
chrUn_Scaffold15312	unplaced-scaffold	na	na	AADN04014434.1	=	NT_472920.1	Primary Assembly	6092	na
chrUn_Scaffold15313	unplaced-scaffold	na	na	AADN04014435.1	=	NT_472921.1	Primary Assembly	6099	na
chrUn_Scaffold15315	unplaced-scaffold	na	na	AADN04014437.1	=	NT_472922.1	Primary Assembly	6079	na
chrUn_Scaffold15317	unplaced-scaffold	na	na	AADN04014439.1	=	NT_472923.1	Primary Assembly	6091	na
chrUn_Scaffold15319	unplaced-scaffold	na	na	AADN04014441.1	=	NT_472924.1	Primary Assembly	6089	na
chrUn_Scaffold15320	unplaced-scaffold	na	na	AADN04014442.1	=	NT_472925.1	Primary Assembly	6088	na
chrUn_Scaffold15325	unplaced-scaffold	na	na	AADN04014447.1	=	NT_472926.1	Primary Assembly	6091	na
chrUn_Scaffold15327	unplaced-scaffold	na	na	AADN04014449.1	=	NT_472927.1	Primary Assembly	6081	na
chrUn_Scaffold15330	unplaced-scaffold	na	na	AADN04014452.1	=	NT_472928.1	Primary Assembly	6085	na
chrUn_Scaffold15332	unplaced-scaffold	na	na	AADN04014454.1	=	NT_472929.1	Primary Assembly	6084	na
chrUn_Scaffold15333	unplaced-scaffold	na	na	AADN04014455.1	=	NT_472930.1	Primary Assembly	6084	na
chrUn_Scaffold15334	unplaced-scaffold	na	na	AADN04014456.1	=	NT_472931.1	Primary Assembly	6086	na
chrUn_Scaffold15335	unplaced-scaffold	na	na	AADN04014457.1	=	NT_472932.1	Primary Assembly	6081	na
chrUn_Scaffold15344	unplaced-scaffold	na	na	AADN04014463.1	=	NT_472933.1	Primary Assembly	6077	na
chrUn_Scaffold15345	unplaced-scaffold	na	na	AADN04014464.1	=	NT_472934.1	Primary Assembly	6078	na
chrUn_Scaffold15349	unplaced-scaffold	na	na	AADN04014469.1	=	NT_472935.1	Primary Assembly	6075	na
chrUn_Scaffold15351	unplaced-scaffold	na	na	AADN04014471.1	=	NT_472936.1	Primary Assembly	6069	na
chrUn_Scaffold15353	unplaced-scaffold	na	na	AADN04014473.1	=	NT_472937.1	Primary Assembly	6073	na
chrUn_Scaffold15355	unplaced-scaffold	na	na	AADN04014475.1	=	NT_472938.1	Primary Assembly	6078	na
chrUn_Scaffold15357	unplaced-scaffold	na	na	AADN04014477.1	=	NT_472939.1	Primary Assembly	6070	na
chrUn_Scaffold15358	unplaced-scaffold	na	na	AADN04014478.1	=	NT_472940.1	Primary Assembly	6066	na
chrUn_Scaffold15359	unplaced-scaffold	na	na	AADN04014479.1	=	NT_472941.1	Primary Assembly	6069	na
chrUn_Scaffold15362	unplaced-scaffold	na	na	AADN04014482.1	=	NT_472942.1	Primary Assembly	6064	na
chrUn_Scaffold15366	unplaced-scaffold	na	na	AADN04014487.1	=	NT_472943.1	Primary Assembly	6063	na
chrUn_Scaffold15368	unplaced-scaffold	na	na	AADN04014489.1	=	NT_472944.1	Primary Assembly	6063	na
chrUn_Scaffold15369	unplaced-scaffold	na	na	AADN04014490.1	=	NT_472945.1	Primary Assembly	6061	na
chrUn_Scaffold15372	unplaced-scaffold	na	na	AADN04014492.1	=	NT_472946.1	Primary Assembly	6062	na
chrUn_Scaffold15373	unplaced-scaffold	na	na	AADN04014493.1	=	NT_472947.1	Primary Assembly	6062	na
chrUn_Scaffold15374	unplaced-scaffold	na	na	AADN04014494.1	=	NT_472948.1	Primary Assembly	6059	na
chrUn_Scaffold15375	unplaced-scaffold	na	na	AADN04014495.1	=	NT_472949.1	Primary Assembly	6060	na
chrUn_Scaffold15377	unplaced-scaffold	na	na	AADN04014497.1	=	NT_472950.1	Primary Assembly	6058	na
chrUn_Scaffold15378	unplaced-scaffold	na	na	AADN04014498.1	=	NT_472951.1	Primary Assembly	6061	na
chrUn_Scaffold15381	unplaced-scaffold	na	na	AADN04014501.1	=	NT_472952.1	Primary Assembly	6057	na
chrUn_Scaffold15382	unplaced-scaffold	na	na	AADN04014502.1	=	NT_472953.1	Primary Assembly	6053	na
chrUn_Scaffold15383	unplaced-scaffold	na	na	AADN04014503.1	=	NT_472954.1	Primary Assembly	6090	na
chrUn_Scaffold15384	unplaced-scaffold	na	na	AADN04014504.1	=	NT_472955.1	Primary Assembly	6055	na
chrUn_Scaffold15385	unplaced-scaffold	na	na	AADN04014505.1	=	NT_472956.1	Primary Assembly	6055	na
chrUn_Scaffold15387	unplaced-scaffold	na	na	AADN04014507.1	=	NT_472957.1	Primary Assembly	6053	na
chrUn_Scaffold15388	unplaced-scaffold	na	na	AADN04014508.1	=	NT_472958.1	Primary Assembly	6053	na
chrUn_Scaffold15390	unplaced-scaffold	na	na	AADN04014510.1	=	NT_472959.1	Primary Assembly	6052	na
chrUn_Scaffold15391	unplaced-scaffold	na	na	AADN04014511.1	=	NT_472960.1	Primary Assembly	6059	na
chrUn_Scaffold15392	unplaced-scaffold	na	na	AADN04014512.1	=	NT_472961.1	Primary Assembly	6064	na
chrUn_Scaffold15394	unplaced-scaffold	na	na	AADN04014514.1	=	NT_472962.1	Primary Assembly	6051	na
chrUn_Scaffold15396	unplaced-scaffold	na	na	AADN04014516.1	=	NT_472963.1	Primary Assembly	6051	na
chrUn_Scaffold15399	unplaced-scaffold	na	na	AADN04014519.1	=	NT_472964.1	Primary Assembly	6048	na
chrUn_Scaffold15402	unplaced-scaffold	na	na	AADN04014522.1	=	NT_472965.1	Primary Assembly	6048	na
chrUn_Scaffold15403	unplaced-scaffold	na	na	AADN04014523.1	=	NT_472966.1	Primary Assembly	6048	na
chrUn_Scaffold15405	unplaced-scaffold	na	na	AADN04014525.1	=	NT_472967.1	Primary Assembly	6046	na
chrUn_Scaffold15406	unplaced-scaffold	na	na	AADN04014526.1	=	NT_472968.1	Primary Assembly	6046	na
chrUn_Scaffold15407	unplaced-scaffold	na	na	AADN04014527.1	=	NT_472969.1	Primary Assembly	6046	na
chrUn_Scaffold15408	unplaced-scaffold	na	na	AADN04014528.1	=	NT_472970.1	Primary Assembly	6045	na
chrUn_Scaffold15415	unplaced-scaffold	na	na	AADN04014534.1	=	NT_472971.1	Primary Assembly	6046	na
chrUn_Scaffold15416	unplaced-scaffold	na	na	AADN04014535.1	=	NT_472972.1	Primary Assembly	6040	na
chrUn_Scaffold15419	unplaced-scaffold	na	na	AADN04014538.1	=	NT_472973.1	Primary Assembly	6039	na
chrUn_Scaffold15420	unplaced-scaffold	na	na	AADN04014539.1	=	NT_472974.1	Primary Assembly	6039	na
chrUn_Scaffold15422	unplaced-scaffold	na	na	AADN04014541.1	=	NT_472975.1	Primary Assembly	6038	na
chrUn_Scaffold15423	unplaced-scaffold	na	na	AADN04014542.1	=	NT_472976.1	Primary Assembly	6038	na
chrUn_Scaffold15424	unplaced-scaffold	na	na	AADN04014543.1	=	NT_472977.1	Primary Assembly	6039	na
chrUn_Scaffold15425	unplaced-scaffold	na	na	AADN04014544.1	=	NT_472978.1	Primary Assembly	6037	na
chrUn_Scaffold15426	unplaced-scaffold	na	na	AADN04014545.1	=	NT_472979.1	Primary Assembly	6034	na
chrUn_Scaffold15427	unplaced-scaffold	na	na	AADN04014546.1	=	NT_472980.1	Primary Assembly	6035	na
chrUn_Scaffold15428	unplaced-scaffold	na	na	AADN04014547.1	=	NT_472981.1	Primary Assembly	6027	na
chrUn_Scaffold15430	unplaced-scaffold	na	na	AADN04014549.1	=	NT_472982.1	Primary Assembly	6035	na
chrUn_Scaffold15432	unplaced-scaffold	na	na	AADN04014551.1	=	NT_472983.1	Primary Assembly	6035	na
chrUn_Scaffold15433	unplaced-scaffold	na	na	AADN04014552.1	=	NT_472984.1	Primary Assembly	6034	na
chrUn_Scaffold15436	unplaced-scaffold	na	na	AADN04014555.1	=	NT_472985.1	Primary Assembly	6034	na
chrUn_Scaffold15440	unplaced-scaffold	na	na	AADN04014559.1	=	NT_472986.1	Primary Assembly	6032	na
chrUn_Scaffold15443	unplaced-scaffold	na	na	AADN04014561.1	=	NT_472987.1	Primary Assembly	6028	na
chrUn_Scaffold15444	unplaced-scaffold	na	na	AADN04014562.1	=	NT_472988.1	Primary Assembly	6032	na
chrUn_Scaffold15445	unplaced-scaffold	na	na	AADN04014563.1	=	NT_472989.1	Primary Assembly	6027	na
chrUn_Scaffold15447	unplaced-scaffold	na	na	AADN04014565.1	=	NT_472990.1	Primary Assembly	6033	na
chrUn_Scaffold15448	unplaced-scaffold	na	na	AADN04014566.1	=	NT_472991.1	Primary Assembly	6026	na
chrUn_Scaffold15450	unplaced-scaffold	na	na	AADN04014568.1	=	NT_472992.1	Primary Assembly	6021	na
chrUn_Scaffold15452	unplaced-scaffold	na	na	AADN04014570.1	=	NT_472993.1	Primary Assembly	6025	na
chrUn_Scaffold15453	unplaced-scaffold	na	na	AADN04014571.1	=	NT_472994.1	Primary Assembly	6023	na
chrUn_Scaffold15454	unplaced-scaffold	na	na	AADN04014572.1	=	NT_472995.1	Primary Assembly	6022	na
chrUn_Scaffold15455	unplaced-scaffold	na	na	AADN04014573.1	=	NT_472996.1	Primary Assembly	6023	na
chrUn_Scaffold15456	unplaced-scaffold	na	na	AADN04014574.1	=	NT_472997.1	Primary Assembly	6020	na
chrUn_Scaffold15459	unplaced-scaffold	na	na	AADN04014577.1	=	NT_472998.1	Primary Assembly	6020	na
chrUn_Scaffold15460	unplaced-scaffold	na	na	AADN04014578.1	=	NT_472999.1	Primary Assembly	6020	na
chrUn_Scaffold15461	unplaced-scaffold	na	na	AADN04014579.1	=	NT_473000.1	Primary Assembly	6018	na
chrUn_Scaffold15462	unplaced-scaffold	na	na	AADN04014580.1	=	NT_473001.1	Primary Assembly	6019	na
chrUn_Scaffold15463	unplaced-scaffold	na	na	AADN04014581.1	=	NT_473002.1	Primary Assembly	6016	na
chrUn_Scaffold15465	unplaced-scaffold	na	na	AADN04014582.1	=	NT_473003.1	Primary Assembly	6018	na
chrUn_Scaffold15468	unplaced-scaffold	na	na	AADN04014585.1	=	NT_473004.1	Primary Assembly	6022	na
chrUn_Scaffold15469	unplaced-scaffold	na	na	AADN04014586.1	=	NT_473005.1	Primary Assembly	6017	na
chrUn_Scaffold15470	unplaced-scaffold	na	na	AADN04014587.1	=	NT_473006.1	Primary Assembly	6022	na
chrUn_Scaffold15471	unplaced-scaffold	na	na	AADN04014588.1	=	NT_473007.1	Primary Assembly	6016	na
chrUn_Scaffold15472	unplaced-scaffold	na	na	AADN04014589.1	=	NT_473008.1	Primary Assembly	6014	na
chrUn_Scaffold15473	unplaced-scaffold	na	na	AADN04014590.1	=	NT_473009.1	Primary Assembly	6013	na
chrUn_Scaffold15475	unplaced-scaffold	na	na	AADN04014592.1	=	NT_473010.1	Primary Assembly	6011	na
chrUn_Scaffold15476	unplaced-scaffold	na	na	AADN04014593.1	=	NT_473011.1	Primary Assembly	6027	na
chrUn_Scaffold15477	unplaced-scaffold	na	na	AADN04014594.1	=	NT_473012.1	Primary Assembly	6009	na
chrUn_Scaffold15479	unplaced-scaffold	na	na	AADN04014596.1	=	NT_473013.1	Primary Assembly	6009	na
chrUn_Scaffold15481	unplaced-scaffold	na	na	AADN04014598.1	=	NT_473014.1	Primary Assembly	6007	na
chrUn_Scaffold15483	unplaced-scaffold	na	na	AADN04014600.1	=	NT_473015.1	Primary Assembly	6008	na
chrUn_Scaffold15484	unplaced-scaffold	na	na	AADN04014601.1	=	NT_473016.1	Primary Assembly	6002	na
chrUn_Scaffold15485	unplaced-scaffold	na	na	AADN04014602.1	=	NT_473017.1	Primary Assembly	6003	na
chrUn_Scaffold15486	unplaced-scaffold	na	na	AADN04014603.1	=	NT_473018.1	Primary Assembly	6005	na
chrUn_Scaffold15487	unplaced-scaffold	na	na	AADN04014604.1	=	NT_473019.1	Primary Assembly	6002	na
chrUn_Scaffold15488	unplaced-scaffold	na	na	AADN04014605.1	=	NT_473020.1	Primary Assembly	6002	na
chrUn_Scaffold15492	unplaced-scaffold	na	na	AADN04014610.1	=	NT_473022.1	Primary Assembly	6002	na
chrUn_Scaffold15493	unplaced-scaffold	na	na	AADN04014611.1	=	NT_473023.1	Primary Assembly	5999	na
chrUn_Scaffold15494	unplaced-scaffold	na	na	AADN04014612.1	=	NT_473024.1	Primary Assembly	5999	na
chrUn_Scaffold15495	unplaced-scaffold	na	na	AADN04014613.1	=	NT_473025.1	Primary Assembly	5999	na
chrUn_Scaffold15496	unplaced-scaffold	na	na	AADN04014614.1	=	NT_473026.1	Primary Assembly	5994	na
chrUn_Scaffold15498	unplaced-scaffold	na	na	AADN04014616.1	=	NT_473027.1	Primary Assembly	5998	na
chrUn_Scaffold15499	unplaced-scaffold	na	na	AADN04014617.1	=	NT_473028.1	Primary Assembly	5997	na
chrUn_Scaffold15503	unplaced-scaffold	na	na	AADN04014621.1	=	NT_473029.1	Primary Assembly	5994	na
chrUn_Scaffold15509	unplaced-scaffold	na	na	AADN04014626.1	=	NT_473030.1	Primary Assembly	5990	na
chrUn_Scaffold15513	unplaced-scaffold	na	na	AADN04014630.1	=	NT_473031.1	Primary Assembly	6000	na
chrUn_Scaffold15515	unplaced-scaffold	na	na	AADN04014632.1	=	NT_473032.1	Primary Assembly	5986	na
chrUn_Scaffold15517	unplaced-scaffold	na	na	AADN04014634.1	=	NT_473033.1	Primary Assembly	5986	na
chrUn_Scaffold15518	unplaced-scaffold	na	na	AADN04014635.1	=	NT_473034.1	Primary Assembly	5984	na
chrUn_Scaffold15519	unplaced-scaffold	na	na	AADN04014636.1	=	NT_473035.1	Primary Assembly	5979	na
chrUn_Scaffold15520	unplaced-scaffold	na	na	AADN04014637.1	=	NT_473036.1	Primary Assembly	5979	na
chrUn_Scaffold15523	unplaced-scaffold	na	na	AADN04014640.1	=	NT_473037.1	Primary Assembly	5981	na
chrUn_Scaffold15525	unplaced-scaffold	na	na	AADN04014642.1	=	NT_473038.1	Primary Assembly	5981	na
chrUn_Scaffold15526	unplaced-scaffold	na	na	AADN04014643.1	=	NT_473039.1	Primary Assembly	5978	na
chrUn_Scaffold15532	unplaced-scaffold	na	na	AADN04014649.1	=	NT_473040.1	Primary Assembly	5980	na
chrUn_Scaffold15533	unplaced-scaffold	na	na	AADN04014650.1	=	NT_473041.1	Primary Assembly	5973	na
chrUn_Scaffold15535	unplaced-scaffold	na	na	AADN04014652.1	=	NT_473042.1	Primary Assembly	5973	na
chrUn_Scaffold15538	unplaced-scaffold	na	na	AADN04014655.1	=	NT_473043.1	Primary Assembly	5972	na
chrUn_Scaffold15540	unplaced-scaffold	na	na	AADN04014657.1	=	NT_473044.1	Primary Assembly	5971	na
chrUn_Scaffold15541	unplaced-scaffold	na	na	AADN04014658.1	=	NT_473045.1	Primary Assembly	5972	na
chrUn_Scaffold15544	unplaced-scaffold	na	na	AADN04014661.1	=	NT_473046.1	Primary Assembly	5966	na
chrUn_Scaffold15545	unplaced-scaffold	na	na	AADN04014662.1	=	NT_473047.1	Primary Assembly	5969	na
chrUn_Scaffold15549	unplaced-scaffold	na	na	AADN04014666.1	=	NT_473048.1	Primary Assembly	5968	na
chrUn_Scaffold15550	unplaced-scaffold	na	na	AADN04014667.1	=	NT_473049.1	Primary Assembly	5970	na
chrUn_Scaffold15552	unplaced-scaffold	na	na	AADN04014669.1	=	NT_473050.1	Primary Assembly	5968	na
chrUn_Scaffold15554	unplaced-scaffold	na	na	AADN04014671.1	=	NT_473051.1	Primary Assembly	5975	na
chrUn_Scaffold15555	unplaced-scaffold	na	na	AADN04014672.1	=	NT_473052.1	Primary Assembly	5967	na
chrUn_Scaffold15558	unplaced-scaffold	na	na	AADN04014675.1	=	NT_473053.1	Primary Assembly	5965	na
chrUn_Scaffold15559	unplaced-scaffold	na	na	AADN04014676.1	=	NT_473054.1	Primary Assembly	5963	na
chrUn_Scaffold15561	unplaced-scaffold	na	na	AADN04014678.1	=	NT_473055.1	Primary Assembly	5962	na
chrUn_Scaffold15562	unplaced-scaffold	na	na	AADN04014679.1	=	NT_473056.1	Primary Assembly	5961	na
chrUn_Scaffold15563	unplaced-scaffold	na	na	AADN04014680.1	=	NT_473057.1	Primary Assembly	5961	na
chrUn_Scaffold15564	unplaced-scaffold	na	na	AADN04014681.1	=	NT_473058.1	Primary Assembly	5960	na
chrUn_Scaffold15566	unplaced-scaffold	na	na	AADN04014683.1	=	NT_473059.1	Primary Assembly	5959	na
chrUn_Scaffold15568	unplaced-scaffold	na	na	AADN04014685.1	=	NT_473060.1	Primary Assembly	5958	na
chrUn_Scaffold15569	unplaced-scaffold	na	na	AADN04014686.1	=	NT_473061.1	Primary Assembly	5957	na
chrUn_Scaffold15571	unplaced-scaffold	na	na	AADN04014688.1	=	NT_473062.1	Primary Assembly	5958	na
chrUn_Scaffold15572	unplaced-scaffold	na	na	AADN04014689.1	=	NT_473063.1	Primary Assembly	5956	na
chrUn_Scaffold15573	unplaced-scaffold	na	na	AADN04014690.1	=	NT_473064.1	Primary Assembly	5958	na
chrUn_Scaffold15574	unplaced-scaffold	na	na	AADN04014691.1	=	NT_473065.1	Primary Assembly	5956	na
chrUn_Scaffold15576	unplaced-scaffold	na	na	AADN04014693.1	=	NT_473066.1	Primary Assembly	5955	na
chrUn_Scaffold15577	unplaced-scaffold	na	na	AADN04014694.1	=	NT_473067.1	Primary Assembly	5953	na
chrUn_Scaffold15580	unplaced-scaffold	na	na	AADN04014697.1	=	NT_473068.1	Primary Assembly	5952	na
chrUn_Scaffold15582	unplaced-scaffold	na	na	AADN04014699.1	=	NT_473069.1	Primary Assembly	5951	na
chrUn_Scaffold15585	unplaced-scaffold	na	na	AADN04014702.1	=	NT_473070.1	Primary Assembly	5949	na
chrUn_Scaffold15586	unplaced-scaffold	na	na	AADN04014703.1	=	NT_473071.1	Primary Assembly	5949	na
chrUn_Scaffold15588	unplaced-scaffold	na	na	AADN04014705.1	=	NT_473072.1	Primary Assembly	5961	na
chrUn_Scaffold15591	unplaced-scaffold	na	na	AADN04014708.1	=	NT_473073.1	Primary Assembly	5947	na
chrUn_Scaffold15592	unplaced-scaffold	na	na	AADN04014709.1	=	NT_473074.1	Primary Assembly	5946	na
chrUn_Scaffold15593	unplaced-scaffold	na	na	AADN04014710.1	=	NT_473075.1	Primary Assembly	5945	na
chrUn_Scaffold15594	unplaced-scaffold	na	na	AADN04014711.1	=	NT_473076.1	Primary Assembly	5945	na
chrUn_Scaffold15596	unplaced-scaffold	na	na	AADN04014712.1	=	NT_473077.1	Primary Assembly	5943	na
chrUn_Scaffold15597	unplaced-scaffold	na	na	AADN04014713.1	=	NT_473078.1	Primary Assembly	5942	na
chrUn_Scaffold15598	unplaced-scaffold	na	na	AADN04014714.1	=	NT_473079.1	Primary Assembly	5948	na
chrUn_Scaffold15601	unplaced-scaffold	na	na	AADN04014717.1	=	NT_473080.1	Primary Assembly	5942	na
chrUn_Scaffold15602	unplaced-scaffold	na	na	AADN04014718.1	=	NT_473081.1	Primary Assembly	5941	na
chrUn_Scaffold15604	unplaced-scaffold	na	na	AADN04014720.1	=	NT_473082.1	Primary Assembly	5941	na
chrUn_Scaffold15605	unplaced-scaffold	na	na	AADN04014721.1	=	NT_473083.1	Primary Assembly	5945	na
chrUn_Scaffold15609	unplaced-scaffold	na	na	AADN04014725.1	=	NT_473084.1	Primary Assembly	5936	na
chrUn_Scaffold15611	unplaced-scaffold	na	na	AADN04014727.1	=	NT_473085.1	Primary Assembly	5939	na
chrUn_Scaffold15615	unplaced-scaffold	na	na	AADN04014731.1	=	NT_473086.1	Primary Assembly	5936	na
chrUn_Scaffold15616	unplaced-scaffold	na	na	AADN04014732.1	=	NT_473087.1	Primary Assembly	5936	na
chrUn_Scaffold15618	unplaced-scaffold	na	na	AADN04014734.1	=	NT_473088.1	Primary Assembly	5946	na
chrUn_Scaffold15619	unplaced-scaffold	na	na	AADN04014735.1	=	NT_473089.1	Primary Assembly	5933	na
chrUn_Scaffold15621	unplaced-scaffold	na	na	AADN04014737.1	=	NT_473090.1	Primary Assembly	5933	na
chrUn_Scaffold15622	unplaced-scaffold	na	na	AADN04014738.1	=	NT_473091.1	Primary Assembly	5933	na
chrUn_Scaffold15623	unplaced-scaffold	na	na	AADN04014739.1	=	NT_473092.1	Primary Assembly	5931	na
chrUn_Scaffold15624	unplaced-scaffold	na	na	AADN04014740.1	=	NT_473093.1	Primary Assembly	5931	na
chrUn_Scaffold15627	unplaced-scaffold	na	na	AADN04014744.1	=	NT_473095.1	Primary Assembly	5930	na
chrUn_Scaffold15628	unplaced-scaffold	na	na	AADN04014745.1	=	NT_473096.1	Primary Assembly	6019	na
chrUn_Scaffold15629	unplaced-scaffold	na	na	AADN04014746.1	=	NT_473097.1	Primary Assembly	5929	na
chrUn_Scaffold15630	unplaced-scaffold	na	na	AADN04014747.1	=	NT_473098.1	Primary Assembly	5927	na
chrUn_Scaffold15631	unplaced-scaffold	na	na	AADN04014748.1	=	NT_473099.1	Primary Assembly	5940	na
chrUn_Scaffold15635	unplaced-scaffold	na	na	AADN04014751.1	=	NT_473100.1	Primary Assembly	5924	na
chrUn_Scaffold15637	unplaced-scaffold	na	na	AADN04014753.1	=	NT_473101.1	Primary Assembly	5921	na
chrUn_Scaffold15638	unplaced-scaffold	na	na	AADN04014754.1	=	NT_473102.1	Primary Assembly	5924	na
